"Date Last Researched","Country/Area","Project Name","Phase Name","Project Name in Local Language / Script","Other Name(s)","Capacity (MW)","Capacity Rating","Technology Type","Status","Start year","Retired year","Operator","Operator Name in Local Language / Script","Owner","Owner Name in Local Language / Script","Hydrogen","Latitude","Longitude","Location accuracy","City","Local area (taluk, county)","Major area (prefecture, district)","State/Province","Subregion","Region","GEM location ID","GEM phase ID","Other IDs (location)","Other IDs (unit/phase)","Wiki URL"
"2024/05/06","Spain","Malpartida de Cáceres solar project","--",NA,NA,10,"MWac","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"39.4670","-6.5100","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009140","G100001010510",NA,"WKSL: 73057","https://www.gem.wiki/Malpartida_de_Cáceres_solar_project"
"2024/04/04","Spain","Manzanares solar farm","3",NA,NA,9,"unknown","PV","announced",NA,NA,NA,NA,"Nexwell",NA,NA,"38.9964","-3.3847","approximate","Manzanares",NA,"Ciudad Real","Castilla-La Mancha","Southern Europe","Europe","L100000806004","G100001006089",NA,NA,"https://www.gem.wiki/Manzanares_solar_farm"
"2024/02/27","Spain","Marratxí Raiguer solar project I","--",NA,NA,2.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.6445","2.7047","exact","Marratxí","Raiguer",NA,"Balearic Islands","Southern Europe","Europe","L100001009610","G100001010980",NA,"TZ: SOL000222442","https://www.gem.wiki/Marratxí_Raiguer_solar_project_I"
"2024/02/27","Spain","Marratxí Raiguer solar project II","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.6301","2.6815","exact","Marratxí","Raiguer",NA,"Balearic Islands","Southern Europe","Europe","L100001009868","G100001011238",NA,"TZ: SOL000222437","https://www.gem.wiki/Marratxí_Raiguer_solar_project_II"
"2024/05/06","Spain","Mazarrón Conergy solar project","--",NA,NA,5.3,"MWp/dc","Assumed PV","operating",2012,NA,NA,NA,NA,NA,NA,"37.6260","-1.3610","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009211","G100001010581",NA,"WKSL: 61095","https://www.gem.wiki/Mazarrón_Conergy_solar_project"
"2024/05/06","Spain","Mazarrón solar project","--",NA,NA,6.4,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"37.6420","-1.3480","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009210","G100001010580",NA,"WKSL: 60256","https://www.gem.wiki/Mazarrón_solar_project"
"2024/05/06","Spain","Medina del Campo A solar project","--",NA,NA,10,"MWp/dc","Assumed PV","operating",2013,NA,NA,NA,NA,NA,NA,"41.2620","-4.8830","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009278","G100001010648",NA,"WKSL: 77422","https://www.gem.wiki/Medina_del_Campo_A_solar_project"
"2024/02/27","Spain","Menorca solar project I","--",NA,NA,11.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.0197","3.8277","exact",NA,"Menorca",NA,"Balearic Islands","Southern Europe","Europe","L100001009367","G100001010737",NA,"TZ: SOL000224610,TZ: SOL000224612","https://www.gem.wiki/Menorca_solar_project_I"
"2024/02/27","Spain","Menorca solar project II","--",NA,NA,2.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.9998","4.1649","exact",NA,"Menorca",NA,"Balearic Islands","Southern Europe","Europe","L100001010345","G100001011715",NA,"TZ: SOL000224606","https://www.gem.wiki/Menorca_solar_project_II"
"2024/02/27","Spain","Menorca solar project III","--",NA,NA,9.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.0021","4.1494","exact",NA,"Menorca",NA,"Balearic Islands","Southern Europe","Europe","L100001010563","G100001011933",NA,"TZ: SOL000224607","https://www.gem.wiki/Menorca_solar_project_III"
"2025/01/08","Spain","Mercabarna Rooftop solar farm","--","Planta fotovoltaica de autoconsumo Mercabarna",NA,18,"MWp/dc","PV","construction",NA,NA,"Mercabarna",NA,"Mercabarna",NA,NA,"41.3312","2.1150","approximate","Barcelona","Barcelonès","Barcelona","Catalonia","Southern Europe","Europe","L100000824727","G100000827931",NA,NA,"https://www.gem.wiki/Mercabarna_Rooftop_solar_farm"
"2024/02/27","Spain","Merida solar project","--",NA,NA,5.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8792","-6.3355","exact","Merida",NA,NA,"Extremadura","Southern Europe","Europe","L100001010401","G100001011771",NA,"TZ: SOL000203418","https://www.gem.wiki/Merida_solar_project"
"2024/02/27","Spain","Migjorn solar project I","--",NA,NA,2.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.4238","2.8994","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009412","G100001010782",NA,"TZ: SOL000222407","https://www.gem.wiki/Migjorn_solar_project_I"
"2024/02/27","Spain","Migjorn solar project II","--",NA,NA,3.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3726","3.1129","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009421","G100001010791",NA,"TZ: SOL000222398","https://www.gem.wiki/Migjorn_solar_project_II"
"2024/02/27","Spain","Migjorn solar project III","--",NA,NA,2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.5050","2.8892","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009442","G100001010812",NA,"TZ: SOL000222417","https://www.gem.wiki/Migjorn_solar_project_III"
"2024/02/27","Spain","Migjorn solar project IV","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.4268","3.1506","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009503","G100001010873",NA,"TZ: SOL000222408","https://www.gem.wiki/Migjorn_solar_project_IV"
"2024/02/27","Spain","Migjorn solar project IX","--",NA,NA,2.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.5018","2.8337","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009732","G100001011102",NA,"TZ: SOL000222416","https://www.gem.wiki/Migjorn_solar_project_IX"
"2024/02/27","Spain","Migjorn solar project V","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3433","3.0578","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009595","G100001010965",NA,"TZ: SOL000222393","https://www.gem.wiki/Migjorn_solar_project_V"
"2024/02/27","Spain","Migjorn solar project VI","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3917","2.8719","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009618","G100001010988",NA,"TZ: SOL000222401","https://www.gem.wiki/Migjorn_solar_project_VI"
"2024/02/27","Spain","Migjorn solar project VII","--",NA,NA,2.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.4314","2.9434","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009702","G100001011072",NA,"TZ: SOL000222411","https://www.gem.wiki/Migjorn_solar_project_VII"
"2024/02/27","Spain","Migjorn solar project VIII","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3858","3.0512","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009710","G100001011080",NA,"TZ: SOL000222400","https://www.gem.wiki/Migjorn_solar_project_VIII"
"2024/02/27","Spain","Migjorn solar project X","--",NA,NA,12.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.4188","2.7965","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009734","G100001011104",NA,"TZ: SOL000222405","https://www.gem.wiki/Migjorn_solar_project_X"
"2024/02/27","Spain","Migjorn solar project XI","--",NA,NA,1.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3981","3.1738","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009782","G100001011152",NA,"TZ: SOL000222403","https://www.gem.wiki/Migjorn_solar_project_XI"
"2024/02/27","Spain","Migjorn solar project XII","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3966","3.0374","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009791","G100001011161",NA,"TZ: SOL000222402","https://www.gem.wiki/Migjorn_solar_project_XII"
"2024/02/27","Spain","Migjorn solar project XIII","--",NA,NA,1.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.4879","2.9161","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001009989","G100001011359",NA,"TZ: SOL000222414","https://www.gem.wiki/Migjorn_solar_project_XIII"
"2024/02/27","Spain","Migjorn solar project XIV","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"39.3637","3.0928","exact",NA,"Migjorn",NA,"Balearic Islands","Southern Europe","Europe","L100001010335","G100001011705",NA,"TZ: SOL000222395","https://www.gem.wiki/Migjorn_solar_project_XIV"
"2024/05/06","Spain","Minaya A solar project","--",NA,NA,5,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"39.1470","-2.2590","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009102","G100001010472",NA,"WKSL: 78732","https://www.gem.wiki/Minaya_A_solar_project"
"2024/05/06","Spain","Moclinejo solar project","--",NA,NA,7,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"36.7848","-4.2672","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009195","G100001010565",NA,"WKSL: 60232","https://www.gem.wiki/Moclinejo_solar_project"
"2024/05/06","Spain","Mojados A solar project","--",NA,NA,5,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"41.4240","-4.6800","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009279","G100001010649",NA,"WKSL: 77615","https://www.gem.wiki/Mojados_A_solar_project"
"2024/02/27","Spain","Molina De Segura Vega Media Del Segura solar project","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.1020","-1.1685","exact","Molina de Segura","Vega Media del Segura",NA,NA,"Southern Europe","Europe","L100001010010","G100001011380",NA,"TZ: SOL000213388","https://www.gem.wiki/Molina_De_Segura_Vega_Media_Del_Segura_solar_project"
"2024/05/06","Spain","Monte Alto solar project","--",NA,NA,9.6,"MWp/dc","Assumed PV","operating",2006,NA,NA,NA,NA,NA,NA,"42.2600","-1.7750","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009228","G100001010598",NA,"WKSL: 60169","https://www.gem.wiki/Monte_Alto_solar_project"
"2024/02/27","Spain","Montejurra solar project","--",NA,NA,6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"42.4956","-2.2775","exact",NA,"Montejurra",NA,"Navarre","Southern Europe","Europe","L100001010398","G100001011768",NA,"TZ: SOL000211748","https://www.gem.wiki/Montejurra_solar_project"
"2024/02/27","Spain","Montsià solar project","--",NA,NA,3.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"40.6214","0.3556","exact",NA,"Montsià",NA,"Catalonia","Southern Europe","Europe","L100001009446","G100001010816",NA,"TZ: SOL000217933","https://www.gem.wiki/Montsià_solar_project"
"2024/05/06","Spain","Moraleja solar project","--",NA,NA,4.8,"MWp/dc","Assumed PV","operating",2009,NA,NA,NA,NA,NA,NA,"40.0620","-6.6750","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009141","G100001010511",NA,"WKSL: 60371","https://www.gem.wiki/Moraleja_solar_project"
"2024/05/06","Spain","Moratalla solar project","--",NA,NA,10,"MWac","Assumed PV","operating",2010,NA,NA,NA,NA,NA,NA,"38.3010","-1.7630","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009212","G100001010582",NA,"WKSL: 60119","https://www.gem.wiki/Moratalla_solar_project"
"2024/05/06","Spain","Morita solar project","--",NA,NA,8.6,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"37.4542","-4.6968","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009167","G100001010537",NA,"WKSL: 60183","https://www.gem.wiki/Morita_solar_project"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project I","--",NA,NA,4.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8096","-1.0622","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001009490","G100001010860",NA,"TZ: SOL000213328","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_I"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project II","--",NA,NA,2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8535","-1.1625","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001009576","G100001010946",NA,"TZ: SOL000213340","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_II"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project III","--",NA,NA,1.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8081","-1.1316","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001009580","G100001010950",NA,"TZ: SOL000213327","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_III"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project IV","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8068","-1.0679","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001009877","G100001011247",NA,"TZ: SOL000213326","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_IV"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project V","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8109","-1.1280","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001009911","G100001011281",NA,"TZ: SOL000213329","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_V"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project VI","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8040","-1.0700","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010288","G100001011658",NA,"TZ: SOL000213325","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_VI"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project VII","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8766","-0.8649","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010427","G100001011797",NA,"TZ: SOL000213347","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_VII"
"2024/02/27","Spain","Murcia Campo De Cartagena Y Mar Menor solar project VIII","--",NA,NA,2.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.8495","-1.1109","exact","Murcia","Campo de Cartagena y Mar Menor",NA,NA,"Southern Europe","Europe","L100001010431","G100001011801",NA,"TZ: SOL000213338","https://www.gem.wiki/Murcia_Campo_De_Cartagena_Y_Mar_Menor_solar_project_VIII"
"2024/02/27","Spain","Murcia Área Metropolitana De Murcia solar project I","--",NA,NA,3.1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.9264","-1.2319","exact","Murcia","Área Metropolitana de Murcia",NA,NA,"Southern Europe","Europe","L100001010289","G100001011659",NA,"TZ: SOL000213355","https://www.gem.wiki/Murcia_Área_Metropolitana_De_Murcia_solar_project_I"
"2024/02/27","Spain","Murcia Área Metropolitana De Murcia solar project II","--",NA,NA,8.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.0015","-1.3334","exact","Murcia","Área Metropolitana de Murcia",NA,NA,"Southern Europe","Europe","L100001010290","G100001011660",NA,"TZ: SOL000213369","https://www.gem.wiki/Murcia_Área_Metropolitana_De_Murcia_solar_project_II"
"2024/02/27","Spain","Murcia Área Metropolitana De Murcia solar project III","--",NA,NA,2.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.9965","-1.3418","exact","Murcia","Área Metropolitana de Murcia",NA,NA,"Southern Europe","Europe","L100001010351","G100001011721",NA,"TZ: SOL000213367","https://www.gem.wiki/Murcia_Área_Metropolitana_De_Murcia_solar_project_III"
"2024/02/27","Spain","Mérida solar project I","--",NA,NA,5.8,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.7802","-6.4948","exact","Mérida",NA,NA,"Extremadura","Southern Europe","Europe","L100001010063","G100001011433",NA,"TZ: SOL000201030","https://www.gem.wiki/Mérida_solar_project_I"
"2024/02/27","Spain","Mérida solar project II","--",NA,NA,2.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.8995","-6.3017","exact","Mérida",NA,NA,"Extremadura","Southern Europe","Europe","L100001010143","G100001011513",NA,"TZ: SOL000203423","https://www.gem.wiki/Mérida_solar_project_II"
"2024/02/27","Spain","Mérida solar project III","--",NA,NA,6.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.7861","-6.4972","exact","Mérida",NA,NA,"Extremadura","Southern Europe","Europe","L100001010530","G100001011900",NA,"TZ: SOL000201041","https://www.gem.wiki/Mérida_solar_project_III"
"2024/05/06","Spain","Nava de Campaña A solar project","--",NA,NA,15,"MWp/dc","Assumed PV","operating",2008,NA,NA,NA,NA,NA,NA,"38.4700","-1.6470","exact",NA,NA,NA,NA,"Southern Europe","Europe","L100001009103","G100001010473",NA,"WKSL: 78773","https://www.gem.wiki/Nava_de_Campaña_A_solar_project"
"2024/02/27","Spain","Noguera solar project I","--",NA,NA,2.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.7457","0.6782","exact",NA,"Noguera",NA,"Catalonia","Southern Europe","Europe","L100001009441","G100001010811",NA,"TZ: SOL000218020","https://www.gem.wiki/Noguera_solar_project_I"
"2024/02/27","Spain","Noguera solar project II","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"41.8728","1.0611","exact",NA,"Noguera",NA,"Catalonia","Southern Europe","Europe","L100001010333","G100001011703",NA,"TZ: SOL000220155","https://www.gem.wiki/Noguera_solar_project_II"
"2024/02/27","Spain","Noroeste solar project I","--",NA,NA,3.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.1186","-1.8223","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001009358","G100001010728",NA,"TZ: SOL000211155,TZ: SOL000211156","https://www.gem.wiki/Noroeste_solar_project_I"
"2024/02/27","Spain","Noroeste solar project II","--",NA,NA,1.4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.3073","-1.8736","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001009600","G100001010970",NA,"TZ: SOL000211174","https://www.gem.wiki/Noroeste_solar_project_II"
"2024/02/27","Spain","Noroeste solar project III","--",NA,NA,1.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.2323","-1.7814","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001009606","G100001010976",NA,"TZ: SOL000211163","https://www.gem.wiki/Noroeste_solar_project_III"
"2024/02/27","Spain","Noroeste solar project IV","--",NA,NA,1.3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.1400","-1.8082","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001009836","G100001011206",NA,"TZ: SOL000211159","https://www.gem.wiki/Noroeste_solar_project_IV"
"2024/02/27","Spain","Noroeste solar project V","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.0952","-1.8953","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001009871","G100001011241",NA,"TZ: SOL000211154","https://www.gem.wiki/Noroeste_solar_project_V"
"2024/02/27","Spain","Noroeste solar project VI","--",NA,NA,1.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.0891","-1.7278","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001010053","G100001011423",NA,"TZ: SOL000211153","https://www.gem.wiki/Noroeste_solar_project_VI"
"2024/02/27","Spain","Noroeste solar project VII","--",NA,NA,3,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.1334","-1.8329","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001010270","G100001011640",NA,"TZ: SOL000211157","https://www.gem.wiki/Noroeste_solar_project_VII"
"2024/02/27","Spain","Noroeste solar project VIII","--",NA,NA,1,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"38.0824","-1.9143","exact",NA,"Noroeste",NA,NA,"Southern Europe","Europe","L100001010382","G100001011752",NA,"TZ: SOL000211152","https://www.gem.wiki/Noroeste_solar_project_VIII"
"2024/02/27","Spain","Nororma solar project I","--",NA,NA,2.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0849","-4.4230","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001009342","G100001010712",NA,"TZ: SOL000206268,TZ: SOL000206272","https://www.gem.wiki/Nororma_solar_project_I"
"2024/02/27","Spain","Nororma solar project II","--",NA,NA,6.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0879","-4.4406","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001009384","G100001010754",NA,"TZ: SOL000206277,TZ: SOL000206279","https://www.gem.wiki/Nororma_solar_project_II"
"2024/02/27","Spain","Nororma solar project III","--",NA,NA,4,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0904","-4.4617","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001009627","G100001010997",NA,"TZ: SOL000206281","https://www.gem.wiki/Nororma_solar_project_III"
"2024/02/27","Spain","Nororma solar project IV","--",NA,NA,1.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0864","-4.4467","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010181","G100001011551",NA,"TZ: SOL000206274","https://www.gem.wiki/Nororma_solar_project_IV"
"2024/02/27","Spain","Nororma solar project IX","--",NA,NA,3.6,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0921","-4.4240","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010527","G100001011897",NA,"TZ: SOL000206283","https://www.gem.wiki/Nororma_solar_project_IX"
"2024/02/27","Spain","Nororma solar project V","--",NA,NA,12.7,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.1078","-4.4241","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010182","G100001011552",NA,"TZ: SOL000206288","https://www.gem.wiki/Nororma_solar_project_V"
"2024/02/27","Spain","Nororma solar project VI","--",NA,NA,6.5,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.1013","-4.4306","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010183","G100001011553",NA,"TZ: SOL000206287","https://www.gem.wiki/Nororma_solar_project_VI"
"2024/02/27","Spain","Nororma solar project VII","--",NA,NA,1.9,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.0963","-4.4230","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010184","G100001011554",NA,"TZ: SOL000206284","https://www.gem.wiki/Nororma_solar_project_VII"
"2024/02/27","Spain","Nororma solar project VIII","--",NA,NA,10.2,"MWac","Assumed PV","operating",NA,NA,NA,NA,NA,NA,NA,"37.1178","-4.4790","exact",NA,"Nororma",NA,"Andalusia","Southern Europe","Europe","L100001010369","G100001011739",NA,"TZ: SOL000206290","https://www.gem.wiki/Nororma_solar_project_VIII"
