"","X","IdNr","GpsNumber","Longtitude","BatteryVoltage","GpsDescription","Temperature","GPSIntervals","VHFTelemetry","Activity","logger_type","Day","year","Month","date","time_gmt0","timestamp_gmt0","X_4326","Y_4326","hdop","altitude","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"446","447","787","48536483956","0,746383","378","SAND07","41","7","A","1444","ecotone","2","2019","06","2019-06-2",":00:00","2019-06-02 09:00:00","0.746383","41.7684","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",447,811414.34464405,4630849.50717125,811414.34464405,4630849.50717125,0.409660763112358,"NO"
"447","448","788","48536483956","0,746066","374","SAND07","40","7","A","1067","ecotone","2","2019","06","2019-06-2",":00:00","2019-06-02 12:00:00","0.746066","41.768417","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",448,811387.907736793,4630850.24555783,811387.907736793,4630850.24555783,0.00244858965543904,"NO"
"448","449","789","48536483956","0,746433","374","SAND07","42","7","A","1067","ecotone","2","2019","06","2019-06-2",":00:00","2019-06-02 15:00:00","0.746433","41.768533","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",449,811417.857275641,4630864.45831555,811417.857275641,4630864.45831555,0.00306923686958808,"NO"
"449","450","790","48536483956","0,744566","374","SAND07","33","7","A","1067","ecotone","2","2019","06","2019-06-2",":00:00","2019-06-02 18:00:00","0.744566","41.764033","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",450,811284.425789201,4630357.95881715,811284.425789201,4630357.95881715,0.0484936770005618,"NO"
"450","451","791","48536483956","0,762433","374","SAND07","26","7","A","1067","ecotone","3","2019","06","2019-06-3",":00:00","2019-06-03 07:00:00","0.762433","41.762316","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",451,812778.296834852,4630232.19672337,812778.296834852,4630232.19672337,0.0320325498162856,"NO"
"451","452","792","48536483956","0,746549","373","SAND07","48","7","A","1952","ecotone","3","2019","06","2019-06-3",":00:00","2019-06-03 12:00:00","0.746549","41.76805","0","0","18000","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",452,811429.840874302,4630811.24118013,811429.840874302,4630811.24118013,0.081524568148231,"NO"
"452","453","793","48536483956","0,746349","373","SAND07","44","7","A","1952","ecotone","3","2019","06","2019-06-3",":00:00","2019-06-03 15:00:00","0.746349","41.768883","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",453,811409.178405078,4630903.02167616,811409.178405078,4630903.02167616,0.00871008351440919,"NO"
"453","454","794","48536483956","0,744999","373","SAND07","33","7","A","1952","ecotone","3","2019","06","2019-06-3",":00:00","2019-06-03 18:00:00","0.744999","41.77005","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",454,811291.292925329,4631027.72400533,811291.292925329,4631027.72400533,0.0158877138269092,"NO"
"454","455","795","48536483956","0,762466","373","SAND07","30","7","A","1952","ecotone","4","2019","06","2019-06-4",":00:00","2019-06-04 07:00:00","0.762466","41.779633","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",455,812696.79423813,4632155.39743676,812696.79423813,4632155.39743676,0.0385027233704295,"NO"
"455","456","796","48536483956","0,746133","376","SAND07","39","7","A","1573","ecotone","4","2019","06","2019-06-4",":00:00","2019-06-04 09:00:00","0.746133","41.764366","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",456,811413.098263499,4630400.61962742,811413.098263499,4630400.61962742,0.301929485086686,"NO"
"456","457","797","48536483956","0,746099","376","SAND07","49","7","A","1573","ecotone","4","2019","06","2019-06-4",":00:00","2019-06-04 12:00:00","0.746099","41.764","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",457,811412.043977432,4630359.85157242,811412.043977432,4630359.85157242,0.0037757323351799,"NO"
"457","458","798","48536483956","0,746833","376","SAND07","43","7","A","1573","ecotone","4","2019","06","2019-06-4",":00:00","2019-06-04 15:00:00","0.746833","41.763916","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",458,811473.477947115,4630353.18497565,811473.477947115,4630353.18497565,0.00572119514482191,"NO"
"458","459","799","48536483956","0,746233","376","SAND07","33","7","A","1573","ecotone","4","2019","06","2019-06-4",":00:00","2019-06-04 18:00:00","0.746233","41.760866","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",459,811438.363373923,4630012.30277402,811438.363373923,4630012.30277402,0.0317272493743561,"NO"
"459","460","800","48536483956","0,7626","389","SAND07","32","7","A","1184","ecotone","5","2019","06","2019-06-5",":00:00","2019-06-05 07:00:00","0.7626","41.779417","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",460,812708.983769642,4632131.89831726,812708.983769642,4632131.89831726,0.0528037259109835,"NO"
"460","461","801","48536483956","0,719517","389","SAND07","20","7","A","1184","ecotone","5","2019","06","2019-06-5",":00:00","2019-06-05 09:00:00","0.719517","41.7588","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",461,809226.939913753,4629686.34498939,809226.939913753,4629686.34498939,0.590895628842807,"NO"
"461","462","802","48536483956","0,734216","389","SAND07","32","7","A","1184","ecotone","5","2019","06","2019-06-5",":00:00","2019-06-05 12:00:00","0.734216","41.759183","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",462,810447.308358159,4629781.89981964,810447.308358159,4629781.89981964,0.113332441339809,"NO"
"462","463","803","48536483956","0,719617","389","SAND07","35","7","A","1184","ecotone","5","2019","06","2019-06-5",":00:00","2019-06-05 15:00:00","0.719617","41.7598","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",463,809230.446613133,4629797.75585771,809230.446613133,4629797.75585771,0.112671516051906,"NO"
"463","464","804","48536483956","0,747533","389","SAND07","27","7","A","1841","ecotone","5","2019","06","2019-06-5",":00:00","2019-06-05 18:00:00","0.747533","41.76925","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",464,811505.834141675,4630948.07170761,811505.834141675,4630948.07170761,0.2360550280009,"NO"
"464","465","805","48536483956","0,759483","389","SAND07","30","7","A","1841","ecotone","6","2019","06","2019-06-6",":00:00","2019-06-06 07:00:00","0.759483","41.767217","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",465,812509.196370085,4630765.72099647,812509.196370085,4630765.72099647,0.0217900855810127,"NO"
"465","466","806","48536483956","0,742616","389","SAND07","34","7","A","1841","ecotone","6","2019","06","2019-06-6",":00:00","2019-06-06 09:00:00","0.742616","41.75225","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",466,811179.302716592,4629042.37699474,811179.302716592,4629042.37699474,0.30229369091108,"NO"
"466","467","807","48536483956","0,741649","389","SAND07","45","7","A","1841","ecotone","6","2019","06","2019-06-6",":00:00","2019-06-06 12:00:00","0.741649","41.752333","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",467,811098.487194692,4629048.0918251,811098.487194692,4629048.0918251,0.0075009101613707,"NO"
"467","468","808","48536483956","0,747533","378","SAND07","32","7","A","1834","ecotone","6","2019","06","2019-06-6",":00:00","2019-06-06 15:00:00","0.747533","41.769017","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",468,811506.963120942,4630922.19673964,811506.963120942,4630922.19673964,0.177585751538811,"NO"
"468","469","809","48536483956","0,747133","378","SAND07","29","7","A","1834","ecotone","6","2019","06","2019-06-6",":00:00","2019-06-06 18:00:00","0.747133","41.76895","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",469,811474.033066218,4630913.30540887,811474.033066218,4630913.30540887,0.00315797600546424,"NO"
"469","470","810","48536483956","0,736149","378","SAND07","27","7","A","1834","ecotone","7","2019","06","2019-06-7",":00:00","2019-06-07 07:00:00","0.736149","41.783083","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",470,810492.579172571,4632443.01243295,810492.579172571,4632443.01243295,0.0388343409389587,"NO"
"470","471","811","48536483956","0,734899","378","SAND07","31","7","A","1834","ecotone","7","2019","06","2019-06-7",":00:00","2019-06-07 09:00:00","0.734899","41.7816","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",471,810395.844612879,4632273.80336278,810395.844612879,4632273.80336278,0.0270668518538763,"NO"
"471","472","812","48536483956","0,735833","373","SAND07","38","7","A","2042","ecotone","7","2019","06","2019-06-7",":00:00","2019-06-07 12:00:00","0.735833","41.78305","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",472,810466.473236553,4632438.20495296,810466.473236553,4632438.20495296,0.0165661467743736,"NO"
"472","473","813","48536483956","0,736083","373","SAND07","37","7","A","2042","ecotone","7","2019","06","2019-06-7",":00:00","2019-06-07 15:00:00","0.736083","41.783566","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",473,810484.759559611,4632496.41154875,810484.759559611,4632496.41154875,0.00564868559055013,"NO"
"473","474","814","48536483956","0,736683","373","SAND07","29","7","A","2042","ecotone","7","2019","06","2019-06-7",":00:00","2019-06-07 18:00:00","0.736683","41.781283","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",474,810545.662958688,4632245.05137575,810545.662958688,4632245.05137575,0.0239453064529786,"NO"
"474","475","815","48536483956","0,762233","373","SAND07","33","7","A","2042","ecotone","8","2019","06","2019-06-8",":00:00","2019-06-08 07:00:00","0.762233","41.779483","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",475,812678.156390592,4632137.89110637,812678.156390592,4632137.89110637,0.0456226191373643,"NO"
"475","476","816","48536483956","0,7626","380","SAND07","37","7","A","1567","ecotone","8","2019","06","2019-06-8",":00:00","2019-06-08 09:00:00","0.7626","41.762183","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",476,812792.829085795,4630218.03506643,812792.829085795,4630218.03506643,0.267084805130312,"NO"
"476","477","817","48536483956","0,76255","380","SAND07","41","7","A","1567","ecotone","8","2019","06","2019-06-8",":00:00","2019-06-08 12:00:00","0.76255","41.76215","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",477,812788.832321006,4630214.18827036,812788.832321006,4630214.18827036,0.000513586590174016,"NO"
"477","478","818","48536483956","0,724467","380","SAND07","41","7","A","1567","ecotone","8","2019","06","2019-06-8",":00:00","2019-06-08 15:00:00","0.724467","41.75615","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",478,809651.28871183,4629409.89231219,809651.28871183,4629409.89231219,0.299878938858413,"NO"
"478","479","819","48536483956","0,745583","380","SAND07","28","7","A","1567","ecotone","8","2019","06","2019-06-8",":00:00","2019-06-08 18:00:00","0.745583","41.768483","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",479,811347.432739892,4630855.82370783,811347.432739892,4630855.82370783,0.206352774255862,"NO"
"479","480","820","48536483956","0,736066","379","SAND07","28","7","A","1454","ecotone","9","2019","06","2019-06-9",":00:00","2019-06-09 07:00:00","0.736066","41.78305","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",480,810485.83980613,4632439.04756682,810485.83980613,4632439.04756682,0.0385137426578721,"NO"
"480","481","821","48536483956","0,736616","379","SAND07","38","7","A","1454","ecotone","9","2019","06","2019-06-9",":00:00","2019-06-09 09:00:00","0.736616","41.783633","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",481,810528.73748669,4632505.77972595,810528.73748669,4632505.77972595,0.0110166507845776,"NO"
"481","482","822","48536483956","0,736483","379","SAND07","44","7","A","1454","ecotone","9","2019","06","2019-06-9",":00:00","2019-06-09 12:00:00","0.736483","41.783483","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",482,810518.407715052,4632488.64096511,810518.407715052,4632488.64096511,0.00185270156355241,"NO"
"482","483","823","48536483956","0,736633","379","SAND07","43","7","A","1454","ecotone","9","2019","06","2019-06-9",":00:00","2019-06-09 15:00:00","0.736633","41.783699","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",483,810529.83153102,4632513.17060602,810529.83153102,4632513.17060602,0.00250526071886367,"NO"
"483","484","824","48536483956","0,737483","389","SAND07","35","7","A","1513","ecotone","9","2019","06","2019-06-9",":09:00","2019-06-09 18:09:00","0.737483","41.781833","0","0","11340","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",484,810609.501011748,4632309.02357921,810609.501011748,4632309.02357921,0.0193229911230705,"NO"
"484","485","825","48536483956","0,736499","389","SAND07","30","7","A","1513","ecotone","10","2019","06","2019-06-10","7:00:00","2019-06-10 07:00:00","0.736499","41.78275","0","0","46260","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",485,810523.279761078,4632407.2981861,810523.279761078,4632407.2981861,0.00282606050982775,"NO"
"485","486","826","48536483956","0,735383","389","SAND07","34","7","A","1513","ecotone","10","2019","06","2019-06-10","9:00:00","2019-06-10 09:00:00","0.735383","41.784099","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",486,810424.002260211,4632553.07060543,810424.002260211,4632553.07060543,0.0244921337866036,"NO"
"486","487","827","48536483956","0,735916","389","SAND07","37","7","A","1513","ecotone","10","2019","06","2019-06-10","2:00:00","2019-06-10 12:00:00","0.735916","41.782133","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",487,810477.802644505,4632336.67101816,810477.802644505,4632336.67101816,0.0206450454386743,"NO"
"487","488","828","48536483956","0,735966","372","SAND07","37","7","A","1660","ecotone","10","2019","06","2019-06-10","5:00:00","2019-06-10 15:00:00","0.735966","41.782167","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",488,810481.794344665,4632340.62758125,810481.794344665,4632340.62758125,0.000520352352998489,"NO"
"488","489","829","48536483956","0,737483","372","SAND07","33","7","A","1660","ecotone","10","2019","06","2019-06-10","8:00:00","2019-06-10 18:00:00","0.737483","41.781767","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",489,810609.820027303,4632301.69418927,810609.820027303,4632301.69418927,0.0123891064898873,"NO"
"489","490","830","48536483956","0,758733","372","SAND07","17","7","A","1660","ecotone","11","2019","06","2019-06-11","7:00:00","2019-06-11 07:00:00","0.758733","41.7698","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",490,812434.288977728,4631049.83809104,812434.288977728,4631049.83809104,0.047277887217398,"NO"
"490","491","831","48536483956","0,758133","372","SAND07","17","7","A","1660","ecotone","11","2019","06","2019-06-11","9:00:00","2019-06-11 09:00:00","0.758133","41.769717","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",491,812384.810839174,4631038.43800487,812384.810839174,4631038.43800487,0.00705103226653757,"NO"
"491","492","832","48536483956","0,736649","380","SAND07","20","7","A","751","ecotone","11","2019","06","2019-06-11","4:29:00","2019-06-11 14:29:00","0.736649","41.782133","0","0","19740","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",492,810538.729251051,4632339.32204379,810538.729251051,4632339.32204379,0.114400893274892,"NO"
"492","493","833","48536483956","0,736649","380","SAND07","34","7","A","751","ecotone","11","2019","06","2019-06-11","5:00:00","2019-06-11 15:00:00","0.736649","41.782067","0","0","1860","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",493,810539.048197061,4632331.99265441,810539.048197061,4632331.99265441,0.00394214171567729,"NO"
"493","494","834","48536483956","0,737983","380","SAND07","28","7","A","751","ecotone","11","2019","06","2019-06-11","8:00:00","2019-06-11 18:00:00","0.737983","41.7822","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",494,810649.286807505,4632351.58847452,810649.286807505,4632351.58847452,0.0103663294614155,"NO"
"494","495","835","48536483956","0,749066","380","SAND07","19","7","A","751","ecotone","12","2019","06","2019-06-12","7:00:00","2019-06-12 07:00:00","0.749066","41.784899","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",495,811557.413493913,4632691.47821583,811557.413493913,4632691.47821583,0.0207185522689249,"NO"
"495","496","836","48536483956","0,749516","386","SAND07","36","7","A","1942","ecotone","12","2019","06","2019-06-12","9:00:00","2019-06-12 09:00:00","0.749516","41.784449","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",496,811596.997979474,4632643.13821994,811596.997979474,4632643.13821994,0.00867650190665611,"NO"
"496","497","837","48536483956","0,748483","386","SAND07","44","7","A","1942","ecotone","12","2019","06","2019-06-12","2:00:00","2019-06-12 12:00:00","0.748483","41.784566","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",497,811510.571254748,4632652.38242908,811510.571254748,4632652.38242908,0.00804737519044662,"NO"
"497","498","838","48536483956","0,747583","386","SAND07","37","7","A","1942","ecotone","12","2019","06","2019-06-12","5:00:00","2019-06-12 15:00:00","0.747583","41.784599","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",498,811435.606468792,4632652.78181643,811435.606468792,4632652.78181643,0.0069406397416915,"NO"
"498","499","839","48536483956","0,737349","386","SAND07","31","7","A","1942","ecotone","12","2019","06","2019-06-12","8:00:00","2019-06-12 18:00:00","0.737349","41.7819","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",499,810598.039104689,4632315.97923851,810598.039104689,4632315.97923851,0.0835800960306502,"NO"
"499","500","840","48536483956","0,740949","387","SAND07","27","7","A","1805","ecotone","13","2019","06","2019-06-13","7:00:00","2019-06-13 07:00:00","0.740949","41.782017","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",500,810896.704511224,4632342.00230849,810896.704511224,4632342.00230849,0.00640578135837959,"NO"
"500","501","841","48536483956","0,735516","387","SAND07","35","7","A","1805","ecotone","13","2019","06","2019-06-13","9:00:00","2019-06-13 09:00:00","0.735516","41.782417","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",501,810443.182818259,4632366.76314727,810443.182818259,4632366.76314727,0.0630741732318324,"NO"
"501","502","842","48536483956","0,735716","387","SAND07","45","7","A","1805","ecotone","13","2019","06","2019-06-13","2:00:00","2019-06-13 12:00:00","0.735716","41.782317","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",502,810460.289779698,4632356.38121999,810460.289779698,4632356.38121999,0.00185268129525369,"NO"
"502","503","843","48536483956","0,735916","387","SAND07","38","7","A","1805","ecotone","13","2019","06","2019-06-13","5:00:00","2019-06-13 15:00:00","0.735916","41.782267","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",503,810477.155213635,4632351.55189838,810477.155213635,4632351.55189838,0.00162422352311807,"NO"
"503","504","844","48536483956","0,758983","382","SAND07","25","7","A","2511","ecotone","13","2019","06","2019-06-13","8:00:00","2019-06-13 18:00:00","0.758983","41.767467","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",504,812466.411790446,4630791.66449549,812466.411790446,4630791.66449549,0.234045195651622,"NO"
"504","505","845","48536483956","0,739683","382","SAND07","33","7","A","2511","ecotone","14","2019","06","2019-06-14","7:00:00","2019-06-14 07:00:00","0.739683","41.781383","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",505,810794.54124352,4632267.01205257,810794.54124352,4632267.01205257,0.0476432917007957,"NO"
"505","506","846","48536483956","0,749316","382","SAND07","37","7","A","2511","ecotone","14","2019","06","2019-06-14","9:00:00","2019-06-14 09:00:00","0.749316","41.784399","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",506,811580.617107734,4632636.85974843,811580.617107734,4632636.85974843,0.120641049633693,"NO"
"506","507","847","48536483956","0,747549","382","SAND07","37","7","A","2511","ecotone","14","2019","06","2019-06-14","2:00:00","2019-06-14 12:00:00","0.747549","41.784083","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",507,811435.281496102,4632595.35588403,811435.281496102,4632595.35588403,0.0139936728790749,"NO"
"507","508","848","48536483956","0,736899","386","SAND07","35","7","A","1920","ecotone","14","2019","06","2019-06-14","8:00:00","2019-06-14 18:00:00","0.736899","41.785516","0","0","21600","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",508,810543.159081573,4632715.91314139,810543.159081573,4632715.91314139,0.0416754471576061,"NO"
"508","509","849","48536483956","0,75855","386","SAND07","26","7","A","1920","ecotone","15","2019","06","2019-06-15","7:00:00","2019-06-15 07:00:00","0.75855","41.769917","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",509,812418.50654135,4631062.16532604,812418.50654135,4631062.16532604,0.0534253960413217,"NO"
"509","510","850","48536483956","0,747033","386","SAND07","36","7","A","1920","ecotone","15","2019","06","2019-06-15","9:00:00","2019-06-15 09:00:00","0.747033","41.783566","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",510,811394.898531712,4632536.07051014,811394.898531712,4632536.07051014,0.249199162681227,"NO"
"510","511","851","48536483956","0,747933","386","SAND07","40","7","A","1920","ecotone","15","2019","06","2019-06-15","2:00:00","2019-06-15 12:00:00","0.747933","41.783666","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",511,811469.219801128,4632550.44048308,811469.219801128,4632550.44048308,0.00700840068805093,"NO"
"511","512","852","48536483956","0,747566","378","SAND07","38","7","A","1761","ecotone","15","2019","06","2019-06-15","5:08:00","2019-06-15 15:08:00","0.747566","41.783766","0","0","11280","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",512,811438.230939927,4632560.21421933,811438.230939927,4632560.21421933,0.0028803848513836,"NO"
"512","513","853","48536483956","0,737616","378","SAND07","34","7","A","1761","ecotone","15","2019","06","2019-06-15","8:00:00","2019-06-15 18:00:00","0.737616","41.78235","0","0","10320","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",513,810618.056902467,4632366.91831778,810618.056902467,4632366.91831778,0.0816436303597523,"NO"
"513","514","854","48536483956","0,736783","378","SAND07","29","7","A","1761","ecotone","16","2019","06","2019-06-16","7:00:00","2019-06-16 07:00:00","0.736783","41.783083","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",514,810545.276166544,4632445.30552891,810545.276166544,4632445.30552891,0.00228553599390062,"NO"
"514","515","855","48536483956","0,747149","378","SAND07","39","7","A","1761","ecotone","16","2019","06","2019-06-16","9:00:00","2019-06-16 09:00:00","0.747149","41.783549","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",515,811404.622580139,4632534.60338914,811404.622580139,4632534.60338914,0.119979668277052,"NO"
"515","516","856","48536483956","0,746949","373","SAND07","49","7","A","1998","ecotone","16","2019","06","2019-06-16","2:00:00","2019-06-16 12:00:00","0.746949","41.7833","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",516,811389.205676845,4632506.22613068,811389.205676845,4632506.22613068,0.00298997609868178,"NO"
"516","517","857","48536483956","0,747116","373","SAND07","44","7","A","1998","ecotone","16","2019","06","2019-06-16","5:00:00","2019-06-16 15:00:00","0.747116","41.78325","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",517,811403.32871296,4632501.27928663,811403.32871296,4632501.27928663,0.00138545857902968,"NO"
"517","518","858","48536483956","0,744533","373","SAND07","32","7","A","1998","ecotone","16","2019","06","2019-06-16","8:00:00","2019-06-16 18:00:00","0.744533","41.794733","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",518,811133.017709447,4633767.11829315,811133.017709447,4633767.11829315,0.119838790957021,"NO"
"518","519","859","48536483956","0,737349","373","SAND07","36","7","A","1998","ecotone","17","2019","06","2019-06-17","7:00:00","2019-06-17 07:00:00","0.737349","41.784533","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",519,810585.312421352,4632608.37751319,810585.312421352,4632608.37751319,0.0273853866519293,"NO"
"519","520","860","48536483956","0,746766","373","SAND07","42","7","A","1059","ecotone","17","2019","06","2019-06-17","9:00:00","2019-06-17 09:00:00","0.746766","41.783383","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",520,811373.592863457,4632514.77967133,811373.592863457,4632514.77967133,0.110237153791255,"NO"
"520","521","861","48536483956","0,747916","373","SAND07","52","7","A","1059","ecotone","17","2019","06","2019-06-17","2:00:00","2019-06-17 12:00:00","0.747916","41.783866","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",521,811466.83734224,4632572.58911351,811466.83734224,4632572.58911351,0.0101574689232743,"NO"
"521","522","862","48536483956","0,748283","373","SAND07","37","7","A","1059","ecotone","17","2019","06","2019-06-17","5:00:00","2019-06-17 15:00:00","0.748283","41.783933","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",522,811497.016624595,4632581.36110894,811497.016624595,4632581.36110894,0.00290975680384119,"NO"
"522","523","863","48536483956","0,745633","373","SAND07","35","7","A","1059","ecotone","17","2019","06","2019-06-17","8:00:00","2019-06-17 18:00:00","0.745633","41.785766","0","0","10800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",523,811267.875943148,4632775.30678805,811267.875943148,4632775.30678805,0.0277937749766764,"NO"
"523","524","864","48536483956","0,741333","385","SAND07","32","7","A","1329","ecotone","18","2019","06","2019-06-18","7:00:00","2019-06-18 07:00:00","0.741333","41.782383","0","0","46800","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",524,810926.851555067,4632384.03774493,810926.851555067,4632384.03774493,0.0110900849992658,"NO"
"524","525","865","48536483956","0,746983","385","SAND07","37","7","A","1329","ecotone","18","2019","06","2019-06-18","9:00:00","2019-06-18 09:00:00","0.746983","41.783349","0","0","7200","0","762","NO_burst_boost","F","BBS","AD","VEBRO","CAT","BBS_SAND07",525,811391.794236801,4632511.79097533,811391.794236801,4632511.79097533,0.066959429131274,"NO"
