"","X","Transmitting.time","Geoid.height","Course","Positioning.mode","HorAccuracy","VerAccuracy","GPS.time.consumption","Data.source","VDOP","logger_type","date","time_gmt0","timestamp_gmt0","hdop","X_4326","Y_4326","sat_count","speed","altitude","device_id","lag1","burst","burst2","tipo","sex","species","age","nuclei","region","birdID","IDorder","X_25830","Y_25830","coords.x1","coords.x2","vel","outliers"
"5480","5481","2022-06-29T23:59:36.567Z","429.59","130.2","2","0","0","3","1","0.9","druid","2022-06-17","22:27:36","2022-06-17 22:27:36","1.09","-5.1230644","38.6824448","8","0.9","378.65","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5481,315331.874246998,4283677.02971784,315331.874246998,4283677.02971784,0.00464607943408852,"NO"
"5481","5482","2022-06-29T23:59:36.568Z","422.12","235.1","2","0","0","3","1","0.83","druid","2022-06-17","22:57:35","2022-06-17 22:57:35","1.16","-5.1230668","38.682496","8","1.4","371.17","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5482,315331.797127011,4283682.71682641,315331.797127011,4283682.71682641,0.00315979524552243,"NO"
"5482","5483","2022-06-29T23:59:39.777Z","426.43","110.1","2","0","0","3","1","0.8","druid","2022-06-17","23:27:36","2022-06-17 23:27:36","1.41","-5.1229728","38.6823552","7","0.3","375.49","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5483,315339.612202158,4283666.90112201,315339.612202158,4283666.90112201,0.00978978861590738,"NO"
"5483","5484","2022-06-29T23:59:39.778Z","486.39","244.9","2","0","0","12","1","0.97","druid","2022-06-17","23:57:44","2022-06-17 23:57:44","2.03","-5.122536","38.6822848","5","0.1","435.45","d3a5779692a6","1808","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5484,315377.4287898,4283658.20773202,315377.4287898,4283658.20773202,0.0214499475823345,"YES"
"5484","5485","2022-06-29T23:59:39.779Z","635.14","222","2","0","0","6","1","0.97","druid","2022-06-18","00:27:37","2022-06-18 00:27:37","2.01","-5.1206628","38.681504","5","0.2","584.2","d3a5779692a6","1793","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5485,315538.374567332,4283567.78019686,315538.374567332,4283567.78019686,0.102903868693795,"YES"
"5485","5486","2022-06-29T23:59:39.78Z","435.75","269.5","2","0","0","15","1","0.92","druid","2022-06-18","00:57:52","2022-06-18 00:57:52","2.37","-5.1232416","38.6827456","5","0.1","384.81","d3a5779692a6","1815","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5486,315317.233054283,4283710.7702351,315317.233054283,4283710.7702351,0.145012857761439,"YES"
"5486","5487","2022-06-29T23:59:39.781Z","424.1","0","2","0","0","31","1","0.85","druid","2022-06-18","01:28:08","2022-06-18 01:28:08","0.94","-5.12294","38.6825248","8","0","373.16","d3a5779692a6","1816","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5487,315342.9015892,4283685.65753802,315342.9015892,4283685.65753802,0.0197632936023988,"NO"
"5487","5488","2022-06-29T23:59:39.782Z","432.83","275.7","2","0","0","2","1","0.81","druid","2022-06-18","01:57:39","2022-06-18 01:57:39","0.99","-5.1229132","38.6823424","8","2.2","381.89","d3a5779692a6","1771","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5488,315344.763940614,4283665.36043377,315344.763940614,4283665.36043377,0.0115024631877236,"NO"
"5488","5489","2022-06-29T23:59:39.783Z","409.86","142.5","2","0","0","3","1","0.96","druid","2022-06-18","02:27:39","2022-06-18 02:27:39","1.35","-5.122896","38.6822816","6","0.9","358.92","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5489,315346.10385197,4283658.578072,315346.10385197,4283658.578072,0.00383867306660216,"NO"
"5489","5490","2022-06-29T23:59:39.784Z","436.62","336.1","2","0","0","3","1","0.89","druid","2022-06-18","02:57:40","2022-06-18 02:57:40","1.15","-5.1229024","38.6824224","6","0.3","385.68","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5490,315345.909139873,4283674.2172158,315345.909139873,4283674.2172158,0.00867944276320138,"NO"
"5490","5491","2022-06-29T23:59:39.785Z","427.62","334.6","2","0","0","4","1","0.87","druid","2022-06-18","03:27:40","2022-06-18 03:27:40","1.23","-5.1229152","38.6824032","5","0.4","376.68","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5491,315344.746290942,4283672.11216144,315344.746290942,4283672.11216144,0.00133530534236053,"NO"
"5491","5492","2022-06-29T23:59:39.786Z","436.79","319.8","2","0","0","3","1","0.84","druid","2022-06-18","03:57:39","2022-06-18 03:57:39","1.14","-5.1229252","38.6824352","6","4.5","385.84","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5492,315343.95866417,4283675.68373509,315343.95866417,4283675.68373509,0.00203188277636307,"NO"
"5492","5493","2022-06-29T23:59:39.787Z","450.19","0","2","0","0","14","1","0.95","druid","2022-06-18","04:27:50","2022-06-18 04:27:50","1.8","-5.1227168","38.68232","5","0","399.25","d3a5779692a6","1811","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5493,315361.791341692,4283662.47863094,315361.791341692,4283662.47863094,0.0122459262519714,"NO"
"5493","5494","2022-06-29T23:59:39.788Z","420.78","327.1","2","0","0","9","1","0.9","druid","2022-06-18","04:57:43","2022-06-18 04:57:43","2.23","-5.1227388","38.6823232","5","0.3","369.84","d3a5779692a6","1793","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5494,315359.885770989,4283662.87810813,315359.885770989,4283662.87810813,0.00108528037709732,"YES"
"5494","5495","2022-06-29T23:59:39.789Z","430.4","17.6","2","0","0","26","1","0.89","druid","2022-06-18","05:28:00","2022-06-18 05:28:00","1.08","-5.1229676","38.6823648","8","0.1","379.46","d3a5779692a6","1817","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5495,315340.089238797,4283667.95606739,315340.089238797,4283667.95606739,0.0112417081420913,"NO"
"5495","5496","2022-06-29T23:59:39.79Z","428.15","0","2","0","0","2","1","0.88","druid","2022-06-18","05:57:36","2022-06-18 05:57:36","1.06","-5.1229296","38.6824192","8","0","377.21","d3a5779692a6","1776","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5496,315343.534764867,4283673.91689328,315343.534764867,4283673.91689328,0.00387450229230213,"NO"
"5496","5497","2022-06-29T23:59:39.791Z","429.24","0","2","0","0","3","1","0.84","druid","2022-06-18","06:27:38","2022-06-18 06:27:38","1.07","-5.1229004","38.6823584","8","0","378.3","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5497,315345.91856244,4283667.11034621,315345.91856244,4283667.11034621,0.00399994731402774,"NO"
"5497","5498","2022-06-29T23:59:39.792Z","438.43","148.2","2","0","0","4","1","0.81","druid","2022-06-18","06:57:39","2022-06-18 06:57:39","1.48","-5.1229912","38.6824928","7","0.3","387.49","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5498,315338.365388714,4283682.20931051,315338.365388714,4283682.20931051,0.0093689270420805,"NO"
"5498","5499","2022-06-29T23:59:42.735Z","430.22","0","2","0","0","9","1","0.97","druid","2022-06-18","07:27:43","2022-06-18 07:27:43","2.24","-5.1230088","38.6825472","5","0","379.28","d3a5779692a6","1804","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5499,315336.97423649,4283688.2821965,315336.97423649,4283688.2821965,0.00345162797494949,"YES"
"5499","5500","2022-06-29T23:59:42.736Z","448.07","0","2","0","0","3","1","0.85","druid","2022-06-18","07:57:36","2022-06-18 07:57:36","2.04","-5.122902","38.6823808","5","0.2","397.13","d3a5779692a6","1793","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5500,315345.836972808,4283669.59956442,315345.836972808,4283669.59956442,0.011526321796333,"YES"
"5500","5501","2022-06-29T23:59:42.737Z","516.32","274.8","2","0","0","4","1","0.9","druid","2022-06-18","08:27:37","2022-06-18 08:27:37","1.25","-5.1137408","38.66864","5","0.5","465.39","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5501,316107.603240457,4282126.19997418,316107.603240457,4282126.19997418,0.955135251952235,"NO"
"5501","5502","2022-06-29T23:59:42.738Z","527.81","335.8","2","0","0","4","1","0.9","druid","2022-06-18","08:57:37","2022-06-18 08:57:37","1.13","-5.1135688","38.66864","5","0.6","476.88","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5502,316122.568494778,4282125.8548735,316122.568494778,4282125.8548735,0.00831162289000077,"NO"
"5502","5503","2022-06-29T23:59:42.739Z","478.32","314.6","2","0","0","26","1","0.98","druid","2022-06-18","09:28:00","2022-06-18 09:28:00","1.15","-5.1136896","38.6685184","5","0.1","427.39","d3a5779692a6","1823","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5503,316111.746804698,4282112.60189524,316111.746804698,4282112.60189524,0.00938045536301048,"NO"
"5503","5504","2022-06-29T23:59:42.74Z","424.79","0","2","0","0","12","1","0.95","druid","2022-06-18","09:57:46","2022-06-18 09:57:46","1.18","-5.1139804","38.6685472","5","0","373.85","d3a5779692a6","1786","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5504,316086.518758018,4282116.38167222,316086.518758018,4282116.38167222,0.0142751128597102,"NO"
"5504","5505","2022-06-29T23:59:42.741Z","481.65","0","2","0","0","11","1","0.99","druid","2022-06-18","10:27:43","2022-06-18 10:27:43","1.51","-5.1212808","38.6597024","4","0","430.72","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5505,315428.613990771,4281149.44732619,315428.613990771,4281149.44732619,0.650461693313758,"NO"
"5505","5506","2022-06-29T23:59:42.742Z","525.79","207.3","2","0","0","28","1","0.83","druid","2022-06-18","10:58:00","2022-06-18 10:58:00","0.92","-5.1213512","38.659568","9","0","474.87","d3a5779692a6","1817","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5506,315422.142759406,4281134.67317142,315422.142759406,4281134.67317142,0.00887197092987815,"NO"
"5506","5507","2022-06-29T23:59:42.742Z","512.95","30.4","2","0","0","2","1","0.82","druid","2022-06-18","11:27:34","2022-06-18 11:27:34","0.92","-5.121274","38.6595872","9","0.6","462.03","d3a5779692a6","1774","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5507,315428.909883771,4281136.64857059,315428.909883771,4281136.64857059,0.00397157821679344,"NO"
"5507","5508","2022-06-29T23:59:42.743Z","498.22","0","2","0","0","3","1","0.83","druid","2022-06-18","11:57:35","2022-06-18 11:57:35","0.9","-5.1212684","38.659488","9","0","447.3","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5508,315429.142444585,4281125.62793471,315429.142444585,4281125.62793471,0.00611714172282427,"NO"
"5508","5509","2022-06-29T23:59:42.744Z","525.14","128.5","2","0","0","3","1","0.78","druid","2022-06-18","12:27:35","2022-06-18 12:27:35","0.87","-5.1215256","38.6595712","9","0.1","474.22","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5509,315406.974971357,4281135.37949317,315406.974971357,4281135.37949317,0.0134467244279432,"NO"
"5509","5510","2022-06-29T23:59:42.745Z","507.54","256.4","2","0","0","3","1","0.81","druid","2022-06-18","12:57:35","2022-06-18 12:57:35","0.96","-5.12175","38.6596288","8","0.2","456.62","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5510,315387.595994367,4281142.22393172,315387.595994367,4281142.22393172,0.0114115243302147,"NO"
"5510","5511","2022-06-29T23:59:42.746Z","538.79","0","2","0","0","3","1","0.78","druid","2022-06-18","13:27:35","2022-06-18 13:27:35","1","-5.1216084","38.6595424","8","0.1","487.87","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5511,315399.69587992,4281132.3499677,315399.69587992,4281132.3499677,0.00867150183647808,"NO"
"5511","5512","2022-06-29T23:59:42.747Z","529.28","210.2","2","0","0","3","1","0.83","druid","2022-06-18","13:57:35","2022-06-18 13:57:35","0.98","-5.121584","38.6594592","8","4.8","478.35","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5512,315401.605443107,4281123.06717352,315401.605443107,4281123.06717352,0.00526216949619351,"NO"
"5512","5513","2022-06-29T23:59:42.748Z","527.4","174.9","2","0","0","2","1","0.88","druid","2022-06-18","14:27:34","2022-06-18 14:27:34","1.2","-5.1215752","38.6595456","7","0.8","476.47","d3a5779692a6","1799","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5513,315402.593110108,4281132.63825027,315402.593110108,4281132.63825027,0.00534550105483557,"NO"
"5513","5514","2022-06-29T23:59:42.748Z","541.89","43.1","2","0","0","3","1","0.88","druid","2022-06-18","14:57:39","2022-06-18 14:57:39","1.16","-5.1215876","38.6604096","6","1.4","490.97","d3a5779692a6","1805","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5514,315403.733158177,4281228.55120871,315403.733158177,4281228.55120871,0.0531117019207275,"NO"
"5514","5515","2022-06-29T23:59:45.713Z","557.16","70.5","2","0","0","4","1","0.87","druid","2022-06-18","15:27:41","2022-06-18 15:27:41","0.96","-5.1213636","38.6596352","8","0.3","506.24","d3a5779692a6","1802","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5515,315421.236306593,4281142.15609369,315421.236306593,4281142.15609369,0.0488909062934489,"NO"
"5515","5516","2022-06-29T23:59:45.714Z","519.92","331.9","2","0","0","5","1","0.84","druid","2022-06-18","15:57:42","2022-06-18 15:57:42","0.96","-5.121272","38.6597408","8","0.2","469","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5516,315429.478361493,4281153.69129536,315429.478361493,4281153.69129536,0.00786746779070855,"NO"
"5516","5517","2022-06-29T23:59:45.715Z","521.38","19.4","2","0","0","4","1","0.75","druid","2022-06-18","16:27:39","2022-06-18 16:27:39","1.08","-5.121292","38.6597248","8","0.7","470.45","d3a5779692a6","1797","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5517,315427.696909944,4281151.95586217,315427.696909944,4281151.95586217,0.00138321798147142,"NO"
"5517","5518","2022-06-29T23:59:45.716Z","462.14","330.1","2","0","0","3","1","0.85","druid","2022-06-18","16:57:39","2022-06-18 16:57:39","1.27","-5.121728","38.6596672","7","2.9","411.21","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5518,315389.609028762,4281146.44131326,315389.609028762,4281146.44131326,0.021368696455258,"NO"
"5518","5519","2022-06-29T23:59:45.717Z","495.23","217.9","2","0","0","3","1","0.84","druid","2022-06-18","17:27:39","2022-06-18 17:27:39","1.1","-5.1213608","38.659568","7","1.6","444.31","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5519,315421.30738291,4281134.69250174,315421.30738291,4281134.69250174,0.0187704742941912,"NO"
"5519","5520","2022-06-29T23:59:45.718Z","408.83","44.4","2","0","0","4","1","0.93","druid","2022-06-18","17:57:39","2022-06-18 17:57:39","1.15","-5.1101932","38.6547712","6","1.8","357.91","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5520,316380.840145136,4280579.91010254,316380.840145136,4280579.91010254,0.615419856619981,"NO"
"5520","5521","2022-06-29T23:59:45.719Z","481.08","0","2","0","0","4","1","0.87","druid","2022-06-18","18:27:40","2022-06-18 18:27:40","0.96","-5.1235296","38.6763424","7","0.1","430.14","d3a5779692a6","1801","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5521,315275.711877505,4283000.71202192,315275.711877505,4283000.71202192,1.47676236444016,"NO"
"5521","5522","2022-06-29T23:59:45.72Z","492.13","330","2","0","0","4","1","0.89","druid","2022-06-18","18:57:40","2022-06-18 18:57:40","0.95","-5.1239764","38.676048","7","1","441.19","d3a5779692a6","1800","0","7123","NO_burst_boost","M","PTS","AD","EXT","La Serena","PTS_2022_ex_4",5522,315236.083883825,4282968.93979047,315236.083883825,4282968.93979047,0.028202248284631,"NO"
